"lang" 
{ 
"Language" "English" 
"Building_hud_sentry_rockets"		"Rockets:"
"Building_hud_sentry_upgrade"		"Upgrade:"
"Building_hud_sentry_numkills"		"Kills: %numkills%"
"Building_hud_sentry_numassists"	"Assists: %numassists%"
"Building_hud_sentry_kills_assists"	"%numkills% (%numassists%)"
"Building_hud_dispenser_ammo"		"Metal:"
"Building_hud_tele_charging"		"Charging..."
"Building_hud_tele_times_used"		"Times Used:\n%timesused%"

"Building_hud_tele_times_used_360"		"Used:\n%timesused%"

"Building_hud_sentry_not_built"			"Sentry Gun\nNot Built"				
"Building_hud_dispenser_not_built"		"Dispenser\nNot Built"
"Building_hud_tele_enter_not_built"		"Entrance\nNot Built"
"Building_hud_tele_exit_not_built"		"Exit\nNot Built"
"Building_hud_tele_not_built"			"Teleporter Entrance\nNot Built"

"Building_hud_sentry_not_built_360"			"Sentry\nNot Built"				
"Building_hud_tele_enter_not_built_360"		"Entrance\nNot Built"
"Building_hud_tele_exit_not_built_360"		"Exit\nNot Built"

"Hud_Menu_Demolish_Title"				"Demolish"
"Hud_Menu_Build_Title"					"Build"
"Hud_Menu_Disguise_Title"				"Disguise"

"Hud_Menu_Build_Cant_Afford"			"Not Enough\nMetal"
"Hud_Menu_Build_Already_Built"			"Already Built" 
"Hud_Menu_Build_Unavailable"			"Not Available" 
"Hud_Menu_Build_Cancel"					"Hit '%lastinv%' to Cancel"

"Hud_Menu_Spy_Minus_Toggle"				"Hit '%disguiseteam%' to Toggle Team"

// hud menu actions
"Hud_Menu_Spy_Toggle"					"Toggle Teams"
"Hud_Menu_Spy_Select_Disguise"			"Select Disguise"
"Hud_Menu_Build_Action_Demolish"		"Demolish"
"Hud_Menu_Build_Action_Build"			"Build"

// prefix for subtitle
"Voice"					"Voice"

"Cancel"				"Cancel"

"LoadingMap"				"You're on your way to:"

"TF_Ubercharge"				"ÜBERCHARGE: %charge%%%"
"TF_UberchargeMinHUD"			"%charge%%%"
"TF_NotBuilt"				"Not Built"

// Voice Menu
"Voice_Menu_Medic"		"MEDIC!"
"Voice_Menu_Go"			"Go! Go! Go!"
"Voice_Menu_Help"		"Help!"
"Voice_Menu_Yes"		"Yes"
"Voice_Menu_No"			"No"
"Voice_Menu_MoveUp"		"Move Up!"
"Voice_Menu_Left"		"Go Left"
"Voice_Menu_Right"		"Go Right"
"Voice_Menu_Incoming"		"Incoming"
"Voice_Menu_CloakedSpy"		"Spy!"
"Voice_Menu_SentryAhead"	"Sentry Ahead!"
"Voice_Menu_TeleporterHere"	"Teleporter Here"
"Voice_Menu_DispenserHere"	"Dispenser Here"
"Voice_Menu_SentryHere"		"Sentry Here"
"Voice_Menu_ActivateCharge"	"Activate Charge!"
"Voice_Menu_ChargeReady"	"MEDIC: ÜberCharge Ready"
"Voice_Menu_Cheers"		"Cheers"
"Voice_Menu_Jeers"		"Jeers"
"Voice_Menu_Positive"		"Positive"
"Voice_Menu_Negative"		"Negative"
"Voice_Menu_NiceShot"		"Nice Shot"
"Voice_Menu_GoodJob"		"Good Job"
"Voice_Menu_BattleCry"		"Battle Cry"
"Voice_Menu_Thanks"		"Thanks!"

"TF_classautokill"		"Suicide after choosing a player class"
"TF_loadoutrespawn"		"Automatically respawn after loadout changes in respawn zones."

"TF_CurrentPlayers"		"Current Players"

// Xbox 360 Matchmaking

// Welcome Dialog
"TF_PlayerMatch_Title"		"Xbox LIVE Player Match"
"TF_PlayerMatch_Desc"		"Play on Xbox LIVE in games where\nstatistics are not tracked."
"TF_RankedMatch_Title"		"Xbox LIVE Ranked Match"
"TF_RankedMatch_Desc"		"Play on Xbox LIVE in ranked\ngames where statistics are tracked."
"TF_SystemLink_Title"		"System Link Match"
"TF_LoadCommentary"		"Developer Commentary"
"TF_Achievements_Title"		"My Achievements"
"TF_Rankings_Title"		"Ranking"
"TF_Controller_Title"		"Controller"
"TF_Options_Title"		"Options"
"TF_Quit_Title"			"Quit"
"TF_Paused_Title"		"Team Fortress Options"
"TF_ModifyMatch_Title"		"Modify Session"

// Leaderboard Dialogs
"TF_PersonalStats_Title"		"Personal Stats"
"TF_StatsLeaderboards_Title"	"Stats Leaderboards"
"TF_RankedLeaderboards_Title"		"Ranked Leaderboards"

// Player/Ranked Match Dialogs
"TF_QuickMatch_Title"		"Join a Quick Match"
"TF_QuickMatch_Desc"		"Jump straight into a game against\nsimilarly matched opponents."
"TF_HostMatch_Title"		"Host a Match"
"TF_HostMatch_Desc"		"Create a new game session exactly\nas you want."
"TF_CustomMatch_Title"		"Find a Custom Match"
"TF_CustomMatch_Desc"		"Search for game sessions based on your\npreferred match criteria."

// System Link Dialog
"TF_SystemLink_Host_Title"	"Host a Match"
"TF_SystemLink_Host_Desc"	"Create a match on your Local Area Network."   
"TF_SystemLink_Join_Title"	"Join a Match"
"TF_SystemLink_Join_Desc"	"Find another match to join on your\nLocal Area Network." 

// Options Dialog Titles
"TF_PlayerMatch_Host_Title"	"Create a Custom Player Match"
"TF_PlayerMatch_Client_Title"	"Find a Player Match"
"TF_RankedMatch_Host_Title"	"Create a Custom Ranked Match"
"TF_RankedMatch_Client_Title"	"Find a Ranked Match"
"TF_SystemLink_Host_Dialog"	"Host a System Link Match"
"TF_SystemLink_Client_Dialog"	"Select a game to join"

"TF_Achievements_Dialog_Title"	"My Team Fortress 2 Achievements"
"TF_Achievement_Locked"		"Locked"
"TF_Achievement_Unlocked"	"Unlocked"
"TF_Achievement_NumberingFmt"	"%s1 - %s2 of %s3"

"Achievement_Group_All"		"All (%s1 of %s2)"
"Achievement_Group_0"		"General (%s1 of %s2)"
"Achievement_Group_1000"	"Scout Pack (%s1 of %s2)"
"Achievement_Group_1100"	"Sniper Pack (%s1 of %s2)"
"Achievement_Group_1200"	"Soldier Pack (%s1 of %s2)"
"Achievement_Group_1300"	"Demoman Pack (%s1 of %s2)"
"Achievement_Group_1400"	"Medic Pack (%s1 of %s2)"
"Achievement_Group_1500"	"Heavy Pack (%s1 of %s2)"
"Achievement_Group_1600"	"Pyro Pack (%s1 of %s2)"
"Achievement_Group_1700"	"Spy Pack (%s1 of %s2)"
"Achievement_Group_1800"	"Engineer Pack (%s1 of %s2)"
"Achievement_Group_1900"	"Halloween Event (%s1 of %s2)"

"TF_MatchOption_Scenario"	"Scenario"
"TF_MatchOption_FlagCapLimit"	"Flag Capture Limit"
"TF_MatchOption_Rounds"		"Number of Rounds"
"TF_MatchOption_GameSize"	"Game Size"
"TF_MatchOption_AutoBalance"	"Team Auto Balance"
"TF_MatchOption_PrivateSlots"	"Private Slots"
"TF_MatchOption_MaxTime"	"Max Game Time"
"TF_MatchOption_WinLimit"	"Round Win Limit"
"TF_GameTime"			"Game Time"
"TF_Ranked"			"Ranked Match"
"TF_Unranked"			"Player Match"

"TF_PressStart"			"Press START to play"
"TF_StartingInSecs"		"Starting in: %s1 seconds"
"TF_StartingInSec"		"Starting in: %s1 second"
"TF_WaitingForPlayersFmt"	"Waiting for %s1 players"
"TF_WaitingForPlayerFmt"	"Waiting for %s1 player"
"TF_WaitingForHost"		"Waiting for the host"

"TF_Lobby_Title"		"Game Lobby"
"TF_Lobby_Host"			"Hosted by:"

"TF_On"				"On"
"TF_Off"			"Off"
"TF_Any"			"Any"
"TF_MaxTimeNoLimit"		"No Limit"
"TF_NoTimeLimit"		"No Time Limit"
"TF_MaxTimeFmt"			"%s1 Minutes"
"TF_GameSizeFmt"		"%s1 Players"
"TF_ViewGamercard"		"View Gamercard"
"TF_KickPlayer"			"Kick Player"
"TF_AttackDefend"		"Attack / Defend"
"TF_MedievalAttackDefend"		"Medieval Attack / Defend"
"TF_TerritoryControl"	"Territorial Control"
"TF_GameState_InLobby"	"Status: In Lobby"
"TF_GameState_InLobby_lodef"	"Status:\nIn Lobby"
"TF_GameState_GameInProgress"	"Status: In Game"
"TF_GameState_GameInProgress_lodef"	"Status:\nIn Game"
"TF_Recommended_Players"	"Available bandwidth might be insufficient for selected number of players."

"TF_Rank"				"Rank"
"TF_Gamertag"			"Gamertag"

"TF_HostName"			"Host Name"
"TF_Players"			"Players"
"TF_Top"				"Top Rank"
"TF_YourRank"			"Your Rank"
"TF_YourBest"			"Your Best:"

"TF_Icon_Ping_Red"		"M"
"TF_Icon_Ping_Yellow"		"N"
"TF_Icon_Ping_Green"		"O"
"TF_Icon_Voice"			"V"
"TF_Icon_Voice_Idle"		"W"
"TF_Icon_Alert"			"!"
"TF_Icon_NotReady"		","
"TF_Icon_Ready"			"."
"TF_Icon_Start"			"s"

"TF_ChangeTeam"			"Change Team"
"TF_ChangeClass"		"Change Class"
"TF_Attacking"			"Attacking"
"TF_Defending"			"Defending"

"TF_Dlg_NotOnlineEnabled"	"You need an Xbox LIVE Gold Membership to access this feature. Would you like to select a different profile?"
"TF_Dlg_NotOnlineSignedIn"	"You need to sign in to Xbox LIVE to access this feature. Would you like to sign in now?"
"TF_Dlg_SearchingForGames"	"Searching for games..."
"TF_Dlg_CreatingGame"		"Creating the game..."
"TF_Dlg_ExitSessionText"	"Are you sure you want to leave this game?"
"TF_Dlg_NoGamesFound"		"No games were found matching your criteria.\n\nWould you like to host a game?"
"TF_Dlg_CreateFailed"		"Failed to create a game."
"TF_Dlg_JoinRefused"		"This game is no longer accepting players."
"TF_Dlg_GameFull"		"This game is full."
"TF_Dlg_JoinFailed"		"Failed to join to the game."
"TF_Dlg_ConfirmKick"	"Remove this player from the game?"
"TF_Dlg_ClientKicked"	"You have been kicked from this game."
"TF_Dlg_LostHost"			"Connection to the host was lost."
"TF_Dlg_LostServer"			"Connection to the game server was lost."
"TF_Dlg_Connecting"		"Connecting..."
"TF_Dlg_ModifyingSession"	"Modifying session..."
"TF_Dlg_CheckingStorageDevice" "Checking storage device..."

//Spectator Panel
"TF_Spectator_ChangeClass"	"Press [ %changeclass% ] to Change Class"
"TF_Spectator_ChangeTeam"	"Press [ %changeteam% ] to Change Team"
"TF_Spectator_AutoDirector" "Press [ %strafe% ] for Auto Director"
"TF_Spectator_SwitchCamModeKey"	"[%jump%]"
"TF_Spectator_SwitchCamMode"	"Switch Camera Mode"
"TF_Spectator_CycleTargetFwdKey" "[%attack%]"
"TF_Spectator_CycleTargetFwd"	"Cycle Targets (fwd)"
"TF_Spectator_CycleTargetRevKey" "[%attack2%]"
"TF_Spectator_CycleTargetRev"	"Cycle Targets (rev)"
"TF_Spectator_Spectating"		"Spectating:"

"TF_teambalanced"		"The teams have been auto-balanced"
"TF_teamswitch"			"The teams have been switched"
"TF_teamswitch_attackers"	"You are now Attacking!"
"TF_teamswitch_defenders"	"You are now Defending!"
"TF_teamswitch_red"		"You are now on RED!"
"TF_teamswitch_blue"		"You are now on BLU!"
"TF_suddendeath"		"SUDDEN DEATH!"
"TF_suddendeath_mode"		"SUDDEN DEATH MODE!"
"TF_suddendeath_join"		"Sit back and relax while you wait for this petty conflict to end."
"TF_suddendeath_timer"		"You've run out of time. Watch your back and finish 'em off. No more spawning."
"TF_suddendeath_limit"		"Map time limit reached. No more spawning, so make this count."

// Intro Movies

"TF_IM_WellCTF_Intro"	"Well (CTF) is a Capture the Flag map"
"TF_IM_WellCTF_ToWin"	"To win a point, steal the enemies intelligence briefcase and return it to your capture point"
"TF_IM_WellCTF_IntelDrop"	"Dropped briefcases will return to their base in 60 seconds"

"TF_IM_2Fort_Intro"		"2Fort is a Capture the Flag map"
"TF_IM_2Fort_ToWin"	"To win a point, steal the enemies intelligence briefcase and return it to your basement"
"TF_IM_2Fort_IntelStatus"	"The status and location of both intelligence briefcases can be found at the base of your screen"
"TF_IM_2Fort_IntelDrop"	"Dropped briefcases will return to their basement in 60 seconds"

"TF_IM_Gravelpit_Intro"	"Gravel Pit is an Attack/Defend Control Point map"
"TF_IM_Gravelpit_RedWin"	"Team RED wins by defending their Control Points"
"TF_IM_Gravelpit_BlueWin"	"Team BLU wins by capturing all control points before the time runs out"

"TF_IM_Dustbowl_Intro"	"Dustbowl is an Attack/Defend Control Point map"
"TF_IM_Dustbowl_ToWin"	"Team BLU must advance through three stages to win"
"TF_IM_Dustbowl_Stages"	"Each stage contains two Control Points"

"TF_IM_Hydro_Intro"	"Hydro is a Territorial Control Point map"
"TF_IM_Hydro_ToWin"	"A team must control all six territories to win"
"TF_IM_Hydro_ToWin2"	"Each team starts with three territories"
"TF_IM_Hydro_Stages"	"Stages will be played with two Control points at a time"
"TF_IM_Hydro_CP"		"Capture the enemy Control Point in a stage to win the territory"

"TF_IM_Well_Intro"		"Well (CP) is a Control Point map"
"TF_IM_Granary_Intro"	"Granary is a Control Point map"
"TF_IM_Badlands_Intro"	"Badlands is a Control Point map"

"TF_IM_CP_ToWin"		"To win, each team must own all five Control Points"
"TF_IM_CP_Capture"	"To capture a Control Point, stand within the Capture Zone boundaries until you own the Control Point"
"TF_IM_CP_TimeAdd"	"Time is added to the clock when a Control Point is captured"
"TF_IM_CP_Locked"	"Control Points cannot be captured while they are locked"

"TF_IM_Goldrush_Intro"	"Gold Rush is a Payload map with three stages"
"TF_IM_Goldrush_BlueWin"	"BLU team wins by escorting the cart to RED team's final point before the time runs out"
"TF_IM_Goldrush_RedWin"	"RED team wins by preventing the cart from reaching their final point"
"TF_IM_Goldrush_MoveCart"	"The cart moves along the track when BLU players are near it"
"TF_IM_Goldrush_CartHeals"	"The cart dispenses health and ammo to the BLU team"
"TF_IM_Goldrush_RollsBack"	"If the cart doesn't move for 30 seconds it will start to roll backwards"
"TF_IM_Goldrush_TimeAdd"	"Time is added to the clock when the cart reaches each check point"

"TF_IM_Basin_Intro"	 "Badwater Basin is a Payload map with just one stage"
"TF_IM_Basin_BlueWin"	 "BLU team wins by escorting the cart to RED team's final point before the time runs out"
"TF_IM_Basin_RedWin"	 "RED team wins by preventing the cart from reaching their final point"
